"","LASSO","Ridge","Elastic","Unpenalized","sparsity","prop_small","num_obs"
"7637",0.852394060513169,0.851853538329174,0.851785348674977,0.920515511971941,0.5,1,1600
"7638",1.04126085101468,1.04139278443919,1.04717555777597,1.10308505246182,0.5,1,1600
"7639",0.935812971974932,0.935978191718393,0.935812971974932,1.00777264019749,0.5,1,1600
"7640",0.932379747699382,0.940278275597542,0.932379747699382,1.03034037134463,0.5,1,1600
"7641",1.06130640577305,1.04981609927406,1.06256950521799,1.13432770721762,0.5,1,1600
"7642",1.01221742683443,1.01270067579576,1.01296639730062,1.06412588244145,0.5,1,1600
"7643",1.04705643297059,1.0449599365101,1.04692102366781,1.09109950819807,0.5,1,1600
"7644",1.00271776467674,1.00216392650181,1.00373282646505,1.06224549861177,0.5,1,1600
"7645",0.976061001971634,0.976323093523015,0.976061001971634,1.05785868773506,0.5,1,1600
"7646",0.976896836378842,0.97679223088428,0.976896836378842,1.0331825965579,0.5,1,1600
"7647",0.9480974674394,0.948654827547425,0.948701471272118,0.990291332898834,0.5,1,1600
"7648",1.03831036341522,1.03881619435054,1.03831036341522,1.12873832832153,0.5,1,1600
"7649",0.988466052554945,0.984624660616503,0.990093797399572,1.04653887451424,0.5,1,1600
